192.2310028	909.3790283
192.9960022	1000.317017
193.7619934	772.9719849
194.5269928	500.1579895
195.2920074	636.5650024
196.0579987	636.5650024
196.822998	977.5819702
197.5879974	704.7680054
198.3529968	522.8930054
199.1190033	591.0960083
199.8840027	863.9099731
200.6490021	772.9719849
201.4140015	1023.051025
202.1790009	863.9099731
202.9440002	682.0339966
203.7089996	500.1579895
204.473999	909.3790283
205.2389984	1000.317017
206.0039978	818.440979
206.7689972	591.0960083
207.5339966	659.2999878
208.2980042	772.9719849
209.0630035	750.2369995
209.8280029	977.5819702
210.5930023	704.7680054
211.3569946	545.6270142
212.121994	591.0960083
212.8869934	727.5029907
213.651001	977.5819702
214.4160004	841.1749878
215.1799927	636.5650024
215.9450073	750.2369995
216.7100067	909.3790283
217.473999	795.7059937
218.2380066	795.7059937
219.003006	659.2999878
219.7669983	613.8309937
220.5319977	750.2369995
221.2960052	909.3790283
222.0599976	795.7059937
222.8240051	795.7059937
223.5890045	772.9719849
224.3529968	682.0339966
225.1170044	636.5650024
225.8809967	863.9099731
226.6450043	750.2369995
227.4089966	795.7059937
228.173996	568.3619995
228.9380035	841.1749878
229.7019958	772.9719849
230.4660034	863.9099731
231.2290039	682.0339966
231.9929962	636.5650024
232.7570038	818.440979
233.5209961	886.6439819
234.2850037	522.8930054
235.048996	636.5650024
235.8119965	709.6859741
236.576004	801.7630005
237.3399963	784.4829712
238.1040039	727.1519775
238.8670044	693.2160034
239.6309967	660.96698
240.3939972	610.4799805
241.1580048	523.1220093
241.9219971	686.7650146
242.6849976	676.5239868
243.447998	629.9400024
244.2120056	530.2290039
244.9750061	559.8720093
245.7389984	606.9699707
246.5019989	529.7260132
247.2649994	524.3300171
248.029007	623.1920166
248.7920074	806.2739868
249.5549927	629.5700073
250.3179932	574.3649902
251.0809937	537.1060181
251.8450012	584.0540161
252.6080017	581.197998
253.3710022	512.5209961
254.1340027	477.5780029
254.8970032	541.4229736
255.6600037	474.3089905
256.4230042	538.1699829
257.1860046	601.9069824
257.9490051	584.4799805
258.7109985	454.0740051
259.473999	534.7769775
260.2369995	550.9000244
261	502.4710083
261.7630005	502.8309937
262.5249939	600.8179932
263.2879944	536.7849731
264.0509949	489.2279968
264.8129883	670.7930298
265.5759888	525.8469849
266.3380127	561.6389771
267.1010132	581.4940186
267.8630066	534.8060303
268.6260071	504.3970032
269.3880005	490.1019897
270.151001	594.0269775
