
194,172	-42,38
194,442	-42,38
194,712	-42,38
194,981	-56,38
195,251	-40,38
195,521	-0,38
195,791	-3,38
196,061	-10,38
196,331	0,62
196,6	-5,38
196,87	1,62
197,14	-5,38
197,41	-2,38
197,68	4,62
197,949	20,62
198,219	1,62
198,489	-5,38
198,759	3,62
199,028	7,62
199,298	-23,38
199,568	1,62
199,837	26,62
200,107	30,62
200,377	1,62
200,646	6,62
200,916	12,62
201,186	12,62
201,455	15,62
201,725	1,62
201,995	18,62
202,264	24,62
202,534	14,62
202,804	2,62
203,073	14,62
203,343	13,62
203,612	4,62
203,882	-13,38
204,151	16,62
204,421	15,62
204,691	14,62
204,96	21,62
205,23	21,62
205,499	27,62
205,769	8,62
206,038	-12,38
206,308	13,62
206,577	34,62
206,847	9,62
207,116	15,62
207,385	11,62
207,655	-6,38
207,924	-3,38
208,194	-6,38
208,463	15,62
208,733	30,62
209,002	11,62
209,271	-1,38
209,541	15,62
209,81	22,62
210,08	7,62
210,349	17,62
210,618	13,62
210,888	4,62
211,157	3,62
211,426	12,62
211,696	20,62
211,965	5,62
212,234	-0,38
212,503	1,62
212,773	23,62
213,042	19,62
213,311	15,62
213,58	19,62
213,85	12,62
214,119	16,62
214,388	12,62
214,657	5,62
214,927	15,62
215,196	-1,38
215,465	2,62
215,734	6,62
216,003	14,62
216,272	2,62
216,542	-0,38
216,811	-9,38
217,08	1,62
217,349	13,62
217,618	8,62
217,887	7,62
218,156	9,62
218,425	4,62
218,695	2,62
218,964	8,62
219,233	7,62
219,502	5,62
219,771	17,62
220,04	15,62
220,309	16,62
220,578	9,62
220,847	-3,38
221,116	-3,38
221,385	19,62
221,654	7,62
221,923	-0,38
222,192	7,62
222,461	24,62
222,73	7,62
222,999	9,62
223,268	8,62
223,536	5,62
223,805	8,62
224,074	16,62
224,343	17,62
224,612	19,62
224,881	29,62
225,15	-0,38
225,419	-0,38
225,688	20,62
225,956	17,62
226,225	4,62
226,494	12,62
226,763	2,62
227,032	0,62
227,3	4,62
227,569	-3,38
227,838	23,62
228,107	20,62
228,376	-3,38
228,644	11,62
228,913	16,62
229,182	27,62
229,451	0,62
229,719	1,62
229,988	4,62
230,257	-11,38
230,525	1,62
230,794	12,62
231,063	22,62
231,331	17,62
231,6	-6,38
231,869	-8,38
232,137	6,62
232,406	6,62
232,675	-3,38
232,943	3,62
233,212	22,62
233,48	13,62
233,749	6,62
234,018	2,62
234,286	-0,38
234,555	3,62
234,823	3,62
235,092	18,62
235,36	23,62
235,629	16,62
235,897	-5,38
236,166	-6,38
236,434	2,62
236,703	9,62
236,971	-4,38
237,24	-3,38
237,508	4,62
237,777	18,62
238,045	4,62
238,314	7,62
238,582	15,62
238,85	18,62
239,119	4,62
239,387	18,62
239,656	19,62
239,924	-6,38
240,192	-4,38
240,461	17,62
240,729	5,62
240,997	-7,38
241,266	-3,38
241,534	9,62
241,802	19,62
242,071	18,62
242,339	15,62
242,607	8,62
242,876	-4,38
243,144	0,62
243,412	-4,38
243,68	-1,38
243,949	19,62
244,217	14,62
244,485	-5,38
244,753	9,62
245,022	25,62
245,29	16,62
245,558	-8,38
245,826	-9,38
246,094	-2,38
246,363	7,62
246,631	11,62
246,899	6,62
247,167	-3,38
247,435	11,62
247,703	12,62
247,971	13,62
248,239	11,62
248,508	23,62
248,776	4,62
249,044	10,62
249,312	7,62
249,58	15,62
249,848	13,62
250,116	-3,38
250,384	18,62
250,652	10,62
250,92	15,62
251,188	2,62
251,456	11,62
251,724	12,62
251,992	2,62
252,26	-1,38
252,528	-2,38
252,796	9,62
253,064	17,62
253,332	14,62
253,6	12,62
253,868	32,62
254,136	-3,38
254,404	12,62
254,671	7,62
254,939	7,62
255,207	0,62
255,475	3,62
255,743	13,62
256,011	6,62
256,279	1,62
256,546	10,62
256,814	-8,38
257,082	-7,38
257,35	-6,38
257,618	-12,38
257,885	-7,38
258,153	3,62
258,421	3,62
258,689	1,62
258,957	19,62
259,224	17,62
259,492	-2,38
259,76	1,62
260,027	9,62
260,295	15,62
260,563	19,62
260,831	25,62
261,098	7,62
261,366	-0,38
261,634	0,62
261,901	9,62
262,169	20,62
262,436	23,62
262,704	0,62
262,972	14,62
263,239	9,62
263,507	13,62
263,775	0,62
264,042	7,62
264,31	14,62
264,577	17,62
264,845	-5,38
265,112	2,62
265,38	11,62
265,647	16,62
265,915	-15,38
266,182	-4,38
266,45	26,62
266,717	20,62
266,985	10,62
267,252	0,62
267,52	3,62
267,787	8,62
268,055	10,62
268,322	11,62
268,59	15,62
268,857	16,62
269,125	10,62
269,392	1,62
269,659	-3,38
269,927	1,62
270,194	12,62
270,461	27,62
270,729	6,62
270,996	13,62
271,264	-5,38
271,531	-2,38
271,798	28,62
272,066	0,62
272,333	-4,38
272,6	-10,38
272,867	-4,38
273,135	7,62
273,402	-3,38
273,669	3,62
273,936	6,62
274,204	13,62
274,471	5,62
274,738	-2,38
275,005	10,62
275,273	5,62
275,54	-14,38
275,807	-7,38
276,074	2,62
276,341	27,62
276,609	4,62
276,876	-2,38
277,143	7,62
277,41	0,62
277,677	0,62
277,944	7,62
278,211	7,62
278,478	6,62
278,746	-0,38
279,013	11,62
279,28	10,62
279,547	19,62
279,814	12,62
280,081	5,62
280,348	9,62
280,615	5,62
280,882	-4,38
281,149	10,62
281,416	-2,38
281,683	3,62
281,95	5,62
282,217	5,62
282,484	-3,38
282,751	17,62
283,018	-3,38
283,285	-3,38
283,552	3,62
283,819	-7,38
284,086	-17,38
284,352	-14,38
284,619	4,62
284,886	29,62
285,153	-7,38
285,42	-0,38
285,687	17,62
285,954	-1,38
286,221	-14,38
286,487	-2,38
286,754	16,62
287,021	-3,38
287,288	-11,38
287,555	14,62
287,821	14,62
288,088	10,62
288,355	3,62
288,622	-0,38
288,889	9,62
289,155	16,62
289,422	8,62
289,689	12,62
289,956	-10,38
290,222	-5,38
290,489	-5,38
290,756	-1,38
291,022	4,62
291,289	-20,38
291,556	-18,38
291,822	-20,38
292,089	-5,38
292,356	7,62
292,622	-5,38
292,889	-1,38
293,155	3,62
293,422	2,62
293,689	-6,38
293,955	-1,38
294,222	4,62
294,488	25,62
294,755	3,62
295,022	0,62
295,288	4,62
295,555	-1,38
295,821	-10,38
296,088	-0,38
296,354	16,62
296,621	18,62
296,887	9,62
297,154	-0,38
297,42	2,62
297,687	-0,38
297,953	-8,38
298,219	-1,38
298,486	2,62
298,752	5,62
299,019	-8,38
299,285	-0,38
299,552	-9,38
299,818	-3,38
300,084	13,62
300,351	3,62
300,617	19,62
300,883	21,62
301,15	12,62
301,416	20,62
301,682	16,62
301,949	4,62
302,215	10,62
302,481	19,62
302,748	11,62
303,014	8,62
303,28	-8,38
303,547	-10,38
303,813	1,62
304,079	8,62
304,345	14,62
304,611	-6,38
304,878	15,62
305,144	1,62
305,41	-7,38
305,676	-7,38
305,943	3,62
306,209	-6,38
306,475	-11,38
306,741	7,62
307,007	16,62
307,273	16,62
307,539	8,62
307,806	8,62
308,072	11,62
308,338	5,62
308,604	-0,38
308,87	10,62
309,136	9,62
309,402	9,62
309,668	16,62
309,934	15,62
310,2	10,62
310,466	25,62
310,732	15,62
310,998	20,62
311,264	22,62
311,53	15,62
311,796	14,62
312,062	22,62
312,328	50,62
312,594	76,62
312,86	91,62
313,126	112,62
313,392	100,62
313,658	65,62
313,924	24,62
314,19	5,62
314,456	6,62
314,722	4,62
314,988	-11,38
315,253	15,62
315,519	1,62
315,785	8,62
316,051	5,62
316,317	-3,38
316,583	11,62
316,849	8,62
317,114	-4,38
317,38	2,62
317,646	20,62
317,912	13,62
318,177	10,62
318,443	7,62
318,709	8,62
318,975	8,62
319,241	-9,38
319,506	1,62
319,772	9,62
320,038	14,62
320,303	-7,38
320,569	9,62
320,835	-7,38
321,1	8,62
321,366	-0,38
321,632	-3,38
321,897	-2,38
322,163	2,62
322,429	-0,38
322,694	5,62
322,96	-1,38
323,226	-9,38
323,491	0,62
323,757	-9,38
324,022	-0,38
324,288	10,62
324,553	-5,38
324,819	0,62
325,085	12,62
325,35	11,62
325,616	-10,38
325,881	-7,38
326,147	10,62
326,412	3,62
326,678	4,62
326,943	13,62
327,209	8,62
327,474	14,62
327,74	6,62
328,005	14,62
328,27	11,62
328,536	14,62
328,801	3,62
329,067	-14,38
329,332	-1,38
329,597	10,62
329,863	7,62
330,128	2,62
330,394	8,62
330,659	2,62
330,924	0,62
331,19	-9,38
331,455	2,62
331,72	8,62
331,986	7,62
332,251	11,62
332,516	9,62
332,781	15,62
333,047	-13,38
333,312	7,62
333,577	4,62
333,843	8,62
334,108	9,62
334,373	21,62
334,638	25,62
334,903	23,62
335,169	12,62
335,434	13,62
335,699	4,62
335,964	9,62
336,229	-6,38
336,495	-9,38
336,76	16,62
337,025	32,62
337,29	17,62
337,555	9,62
337,82	5,62
338,085	15,62
338,35	-5,38
338,616	-5,38
338,881	8,62
339,146	12,62
339,411	8,62
339,676	7,62
339,941	18,62
340,206	5,62
340,471	-6,38
340,736	6,62
341,001	0,62
